Date,Year,Week,Flu_Index,Temperature,Total_Travellers,CO,SO2,PM10,PM2.5
2018-12-23,2018,52,40.1,17.7,16739.0,81.88888888888889,6.5625,38.4375,22.8125
2018-12-30,2019,1,42.8,15.328571428571427,16739.0,81.88888888888889,6.5625,38.4375,22.8125
2019-01-06,2019,2,47.9,14.271428571428572,16739.0,95.03174603174604,5.973214285714286,48.88392857142857,30.955357142857142
2019-01-13,2019,3,54.6,17.585714285714285,16739.0,97.22222222222224,5.875,50.625,32.3125
2019-01-20,2019,4,61.5,15.871428571428572,16739.0,97.22222222222224,5.875,50.625,32.3125
2019-01-27,2019,5,43.3,13.728571428571428,16739.0,97.22222222222224,5.875,50.625,32.3125
2019-02-03,2019,6,26.8,16.742857142857144,16739.0,88.46031746031746,5.258928571428571,42.13392857142857,26.526785714285715
2019-02-10,2019,7,29.0,19.314285714285713,16739.0,76.77777777777776,4.4375,30.8125,18.8125
2019-02-17,2019,8,38.2,18.228571428571428,16739.0,76.77777777777776,4.4375,30.8125,18.8125
2019-02-24,2019,9,47.6,18.457142857142856,16739.0,76.77777777777776,4.4375,30.8125,18.8125
2019-03-03,2019,10,42.8,19.071428571428573,16739.0,74.63492063492062,4.357142857142857,30.758928571428573,18.973214285714285
2019-03-10,2019,11,39.5,18.02857142857143,16739.0,71.77777777777777,4.25,30.6875,19.1875
2019-03-17,2019,12,40.4,17.342857142857145,16739.0,71.77777777777777,4.25,30.6875,19.1875
2019-03-24,2019,13,36.5,20.728571428571428,16739.0,71.77777777777777,4.25,30.6875,19.1875
2019-03-31,2019,14,33.5,20.771428571428572,16739.0,71.77777777777777,4.25,30.6875,19.1875
2019-04-07,2019,15,30.1,20.400000000000002,16739.0,53.55555555555556,4.6875,26.6875,17.8125
2019-04-14,2019,16,36.6,22.914285714285715,16739.0,53.55555555555556,4.6875,26.6875,17.8125
2019-04-21,2019,17,29.6,22.142857142857142,16739.0,53.55555555555556,4.6875,26.6875,17.8125
2019-04-28,2019,18,28.0,24.74285714285714,16739.0,53.55555555555556,4.6875,26.6875,17.8125
2019-05-05,2019,19,19.0,21.771428571428572,16739.0,57.285714285714285,4.821428571428571,26.553571428571427,16.428571428571427
2019-05-12,2019,20,27.9,21.157142857142855,16739.0,58.77777777777778,4.875,26.5,15.875
2019-05-19,2019,21,38.9,26.257142857142856,16739.0,58.77777777777778,4.875,26.5,15.875
2019-05-26,2019,22,34.6,24.571428571428573,16739.0,58.77777777777778,4.875,26.5,15.875
2019-06-02,2019,23,24.4,24.7,16739.0,57.82539682539682,4.875,23.821428571428573,14.232142857142858
2019-06-09,2019,24,36.8,26.67142857142857,16739.0,55.44444444444444,4.875,17.125,10.125
2019-06-16,2019,25,33.2,25.842857142857145,16739.0,55.44444444444444,4.875,17.125,10.125
2019-06-23,2019,26,32.4,27.12857142857143,16739.0,55.44444444444444,4.875,17.125,10.125
2019-06-30,2019,27,43.7,27.228571428571428,16739.0,55.44444444444444,4.875,17.125,10.125
2019-07-07,2019,28,46.3,26.8,16739.0,53.333333333333336,5.0,23.6875,13.4375
2019-07-14,2019,29,41.7,27.042857142857144,16739.0,53.333333333333336,5.0,23.6875,13.4375
2019-07-21,2019,30,46.1,27.2,16739.0,53.333333333333336,5.0,23.6875,13.4375
2019-07-28,2019,31,41.0,27.0,16739.0,53.333333333333336,5.0,23.6875,13.4375
2019-08-04,2019,32,34.4,25.800000000000004,16739.0,56.126984126984134,4.892857142857143,24.151785714285715,14.616071428571429
2019-08-11,2019,33,29.3,27.014285714285712,16739.0,58.22222222222222,4.8125,24.5,15.5
2019-08-18,2019,34,34.6,27.057142857142857,16739.0,58.22222222222222,4.8125,24.5,15.5
2019-08-25,2019,35,37.6,26.400000000000002,16739.0,58.22222222222222,4.8125,24.5,15.5
2019-09-01,2019,36,23.0,26.099999999999998,16739.0,58.6031746031746,4.883928571428571,25.866071428571427,16.294642857142858
2019-09-08,2019,37,36.8,26.12857142857143,16739.0,60.88888888888888,5.3125,34.0625,21.0625
2019-09-15,2019,38,37.3,26.514285714285712,16739.0,60.88888888888888,5.3125,34.0625,21.0625
2019-09-22,2019,39,35.0,23.357142857142858,16739.0,60.88888888888888,5.3125,34.0625,21.0625
2019-09-29,2019,40,34.1,23.599999999999998,16739.0,60.88888888888888,5.3125,34.0625,21.0625
2019-10-06,2019,41,34.1,24.52857142857143,16739.0,69.93650793650794,5.3125,40.919642857142854,25.883928571428573
2019-10-13,2019,42,29.4,24.900000000000002,16739.0,71.44444444444444,5.3125,42.0625,26.6875
2019-10-20,2019,43,27.2,22.457142857142856,16739.0,71.44444444444444,5.3125,42.0625,26.6875
2019-10-27,2019,44,32.3,22.114285714285717,16739.0,71.44444444444444,5.3125,42.0625,26.6875
2019-11-03,2019,45,32.0,21.0,16739.0,70.73015873015872,5.660714285714286,44.92857142857143,26.553571428571427
2019-11-10,2019,46,21.7,18.557142857142857,16739.0,69.77777777777777,6.125,48.75,26.375
2019-11-17,2019,47,22.5,19.942857142857143,16739.0,69.77777777777777,6.125,48.75,26.375
2019-11-24,2019,48,27.2,18.728571428571428,16739.0,69.77777777777777,6.125,48.75,26.375
2019-12-01,2019,49,16.2,18.04285714285714,16739.0,70.61904761904762,6.169642857142857,48.0625,26.285714285714285
2019-12-08,2019,50,26.4,10.814285714285715,16739.0,75.66666666666667,6.4375,43.9375,25.75
2019-12-15,2019,51,28.0,15.671428571428573,16739.0,75.66666666666667,6.4375,43.9375,25.75
2019-12-22,2019,52,29.1,18.485714285714288,16739.0,75.66666666666667,6.4375,43.9375,25.75
2019-12-29,2020,1,28.7,17.1,16739.0,75.66666666666667,6.4375,43.9375,25.75
2020-01-05,2020,2,39.0,17.257142857142856,16739.0,81.61904761904762,4.919642857142857,36.482142857142854,22.446428571428573
2020-01-12,2020,3,34.8,17.9,16739.0,84.0,4.3125,33.5,21.125
2020-01-19,2020,4,15.5,16.271428571428572,16739.0,84.0,4.3125,33.5,21.125
2020-01-26,2020,5,20.5,17.857142857142858,16739.0,84.0,4.3125,33.5,21.125
2020-02-02,2020,6,29.1,11.071428571428571,16739.0,80.31746031746032,4.258928571428571,32.0,19.910714285714285
2020-02-09,2020,7,30.2,15.485714285714286,16739.0,71.11111111111111,4.125,28.25,16.875
2020-02-16,2020,8,26.6,17.385714285714286,16739.0,71.11111111111111,4.125,28.25,16.875
2020-02-23,2020,9,27.5,13.842857142857143,16739.0,71.11111111111111,4.125,28.25,16.875
2020-03-01,2020,10,24.1,19.414285714285715,16739.0,70.74603174603175,4.214285714285714,28.741071428571427,17.080357142857142
2020-03-08,2020,11,30.2,18.17142857142857,16739.0,68.55555555555556,4.75,31.6875,18.3125
2020-03-15,2020,12,20.5,18.842857142857145,16739.0,68.55555555555556,4.75,31.6875,18.3125
2020-03-22,2020,13,19.3,19.52857142857143,16739.0,68.55555555555556,4.75,31.6875,18.3125
2020-03-29,2020,14,12.1,21.37142857142857,16739.0,68.55555555555556,4.75,31.6875,18.3125
2020-04-05,2020,15,14.4,18.928571428571427,16739.0,68.47619047619047,4.973214285714286,30.75,18.089285714285715
2020-04-12,2020,16,9.1,17.8,16739.0,68.44444444444444,5.0625,30.375,18.0
2020-04-19,2020,17,20.6,19.442857142857143,16739.0,68.44444444444444,5.0625,30.375,18.0
2020-04-26,2020,18,16.2,20.75714285714286,16739.0,68.44444444444444,5.0625,30.375,18.0
2020-05-03,2020,19,15.8,21.857142857142858,16739.0,64.15873015873015,4.901785714285714,25.714285714285715,15.321428571428571
2020-05-10,2020,20,17.1,25.985714285714288,16739.0,58.44444444444444,4.6875,19.5,11.75
2020-05-17,2020,21,13.1,25.357142857142858,16739.0,58.44444444444444,4.6875,19.5,11.75
2020-05-24,2020,22,17.0,25.314285714285713,16739.0,58.44444444444444,4.6875,19.5,11.75
2020-05-31,2020,23,15.4,26.014285714285712,16739.0,58.44444444444444,4.6875,19.5,11.75
2020-06-07,2020,24,13.6,26.457142857142856,16739.0,44.22222222222222,3.8125,12.125,5.9375
2020-06-14,2020,25,17.3,26.74285714285714,16739.0,44.22222222222222,3.8125,12.125,5.9375
2020-06-21,2020,26,17.8,26.285714285714285,16739.0,44.22222222222222,3.8125,12.125,5.9375
2020-06-28,2020,27,18.2,26.97142857142857,16739.0,44.22222222222222,3.8125,12.125,5.9375
2020-07-05,2020,28,20.0,26.942857142857143,16739.0,39.71284271284271,4.184523809523809,11.678571428571429,5.783730158730159
2020-07-12,2020,29,19.6,26.87142857142857,16739.0,37.909090909090914,4.333333333333333,11.5,5.722222222222222
2020-07-19,2020,30,21.3,26.814285714285713,16739.0,37.909090909090914,4.333333333333333,11.5,5.722222222222222
2020-07-26,2020,31,16.4,26.942857142857143,16739.0,37.909090909090914,4.333333333333333,11.5,5.722222222222222
2020-08-02,2020,32,16.1,26.485714285714288,16739.0,40.064935064935064,4.317460317460317,13.03968253968254,6.976190476190475
2020-08-09,2020,33,15.3,26.485714285714288,16739.0,45.45454545454545,4.277777777777778,16.88888888888889,10.11111111111111
2020-08-16,2020,34,17.0,26.514285714285712,16739.0,45.45454545454545,4.277777777777778,16.88888888888889,10.11111111111111
2020-08-23,2020,35,22.7,26.157142857142855,16739.0,45.45454545454545,4.277777777777778,16.88888888888889,10.11111111111111
2020-08-30,2020,36,17.2,26.728571428571428,16739.0,45.45454545454545,4.277777777777778,16.88888888888889,10.11111111111111
2020-09-06,2020,37,14.5,26.74285714285714,16739.0,55.74025974025974,4.182539682539683,21.126984126984127,13.11111111111111
2020-09-13,2020,38,17.0,26.285714285714285,16739.0,57.45454545454545,4.166666666666667,21.833333333333332,13.61111111111111
2020-09-20,2020,39,14.7,26.542857142857144,16739.0,57.45454545454545,4.166666666666667,21.833333333333332,13.61111111111111
2020-09-27,2020,40,15.6,25.557142857142857,16739.0,57.45454545454545,4.166666666666667,21.833333333333332,13.61111111111111
2020-10-04,2020,41,9.7,24.914285714285715,16739.0,57.090909090909086,4.0396825396825395,29.960317460317462,16.69047619047619
2020-10-11,2020,42,14.1,22.414285714285715,16739.0,56.81818181818182,3.944444444444445,36.05555555555556,19.0
2020-10-18,2020,43,13.1,22.87142857142857,16739.0,56.81818181818182,3.944444444444445,36.05555555555556,19.0
2020-10-25,2020,44,17.2,19.542857142857144,16739.0,56.81818181818182,3.944444444444445,36.05555555555556,19.0
2020-11-01,2020,45,16.1,21.214285714285715,16739.0,57.23376623376623,4.071428571428571,36.6984126984127,19.309523809523807
2020-11-08,2020,46,29.4,20.057142857142857,16739.0,59.72727272727273,4.833333333333333,40.55555555555556,21.166666666666668
2020-11-15,2020,47,34.6,18.7,16739.0,59.72727272727273,4.833333333333333,40.55555555555556,21.166666666666668
2020-11-22,2020,48,22.3,22.442857142857143,16739.0,59.72727272727273,4.833333333333333,40.55555555555556,21.166666666666668
2020-11-29,2020,49,21.6,19.385714285714283,16739.0,59.72727272727273,4.833333333333333,40.55555555555556,21.166666666666668
2020-12-06,2020,50,20.5,14.5,16739.0,73.98701298701299,5.1190476190476195,43.841269841269835,25.166666666666664
2020-12-13,2020,51,22.0,17.757142857142856,16739.0,76.36363636363636,5.166666666666667,44.38888888888888,25.833333333333332
2020-12-20,2020,52,20.3,12.857142857142858,16739.0,76.36363636363636,5.166666666666667,44.38888888888888,25.833333333333332
2020-12-27,2021,1,19.8,15.742857142857144,16739.0,76.36363636363636,5.166666666666667,44.38888888888888,25.833333333333332
2021-01-03,2021,2,19.8,11.457142857142857,16739.0,75.1948051948052,5.238095238095238,46.579365079365076,26.309523809523807
2021-01-10,2021,3,19.0,10.585714285714285,32205.0,73.63636363636364,5.333333333333333,49.5,26.94444444444444
2021-01-17,2021,4,23.3,10.142857142857142,34194.0,73.63636363636364,5.333333333333333,49.5,26.94444444444444
2021-01-24,2021,5,13.2,15.157142857142858,28804.0,73.63636363636364,5.333333333333333,49.5,26.94444444444444
2021-01-31,2021,6,16.5,15.228571428571428,22047.0,73.63636363636364,5.333333333333333,49.5,26.94444444444444
2021-02-07,2021,7,11.4,16.9,21727.0,65.9090909090909,3.944444444444445,31.11111111111111,18.666666666666668
2021-02-14,2021,8,11.1,16.142857142857142,14675.0,65.9090909090909,3.944444444444445,31.11111111111111,18.666666666666668
2021-02-21,2021,9,6.2,16.414285714285715,36877.0,65.9090909090909,3.944444444444445,31.11111111111111,18.666666666666668
2021-02-28,2021,10,15.5,18.614285714285717,36521.0,65.9090909090909,3.944444444444445,31.11111111111111,18.666666666666668
2021-03-07,2021,11,5.6,18.557142857142857,32679.0,62.909090909090914,4.166666666666667,33.166666666666664,18.55555555555556
2021-03-14,2021,12,6.2,18.642857142857142,25726.0,62.909090909090914,4.166666666666667,33.166666666666664,18.55555555555556
2021-03-21,2021,13,14.3,21.057142857142857,22996.0,62.909090909090914,4.166666666666667,33.166666666666664,18.55555555555556
2021-03-28,2021,14,11.0,18.085714285714285,20627.0,62.909090909090914,4.166666666666667,33.166666666666664,18.55555555555556
2021-04-04,2021,15,8.5,23.614285714285717,21756.0,59.272727272727266,4.388888888888888,33.03968253968254,17.603174603174605
2021-04-11,2021,16,10.9,19.814285714285713,27875.0,56.54545454545455,4.555555555555555,32.94444444444444,16.88888888888889
2021-04-18,2021,17,8.6,21.542857142857144,25311.0,56.54545454545455,4.555555555555555,32.94444444444444,16.88888888888889
2021-04-25,2021,18,10.7,21.657142857142855,22962.0,56.54545454545455,4.555555555555555,32.94444444444444,16.88888888888889
2021-05-02,2021,19,14.4,22.400000000000002,24862.0,53.61038961038961,4.650793650793651,28.341269841269842,14.88888888888889
2021-05-09,2021,20,20.3,23.957142857142856,23207.0,46.27272727272727,4.88888888888889,16.833333333333332,9.88888888888889
2021-05-16,2021,21,10.8,26.24285714285714,26580.0,46.27272727272727,4.88888888888889,16.833333333333332,9.88888888888889
2021-05-23,2021,22,11.4,26.97142857142857,26371.0,46.27272727272727,4.88888888888889,16.833333333333332,9.88888888888889
2021-05-30,2021,23,11.3,27.085714285714285,26810.0,46.27272727272727,4.88888888888889,16.833333333333332,9.88888888888889
2021-06-06,2021,24,6.9,25.814285714285713,27869.0,49.07792207792208,4.650793650793651,18.785714285714285,10.365079365079366
2021-06-13,2021,25,8.6,26.357142857142858,26258.0,49.54545454545455,4.61111111111111,19.11111111111111,10.444444444444445
2021-06-20,2021,26,7.3,27.157142857142855,27233.0,49.54545454545455,4.61111111111111,19.11111111111111,10.444444444444445
2021-06-27,2021,27,11.1,26.0,28236.0,49.54545454545455,4.61111111111111,19.11111111111111,10.444444444444445
2021-07-04,2021,28,10.5,27.142857142857142,32705.0,49.33766233766234,4.674603174603175,17.587301587301585,10.0
2021-07-11,2021,29,10.8,27.014285714285712,36023.0,49.18181818181818,4.722222222222222,16.444444444444443,9.666666666666666
2021-07-18,2021,30,10.1,26.642857142857142,45494.0,49.18181818181818,4.722222222222222,16.444444444444443,9.666666666666666
2021-07-25,2021,31,6.4,26.385714285714283,39530.0,49.18181818181818,4.722222222222222,16.444444444444443,9.666666666666666
2021-08-01,2021,32,9.2,27.32857142857143,41526.0,50.220779220779214,4.722222222222222,16.29365079365079,9.65079365079365
2021-08-08,2021,33,6.7,26.7,47993.0,56.45454545454545,4.722222222222222,15.38888888888889,9.555555555555555
2021-08-15,2021,34,6.9,26.571428571428573,51261.0,56.45454545454545,4.722222222222222,15.38888888888889,9.555555555555555
2021-08-22,2021,35,10.5,26.314285714285713,57200.0,56.45454545454545,4.722222222222222,15.38888888888889,9.555555555555555
2021-08-29,2021,36,10.9,25.885714285714283,59737.0,56.45454545454545,4.722222222222222,15.38888888888889,9.555555555555555
2021-09-05,2021,37,14.4,26.585714285714285,55503.0,59.83116883116883,5.07936507936508,19.396825396825395,11.896825396825397
2021-09-12,2021,38,20.3,26.785714285714285,40903.0,61.18181818181818,5.222222222222222,21.0,12.833333333333334
2021-09-19,2021,39,25.2,26.82857142857143,42137.0,61.18181818181818,5.222222222222222,21.0,12.833333333333334
2021-09-26,2021,40,26.6,26.442857142857143,41487.0,61.18181818181818,5.222222222222222,21.0,12.833333333333334
2021-10-03,2021,41,18.9,26.485714285714288,42899.0,61.61038961038961,4.626984126984127,22.9047619047619,13.595238095238097
2021-10-10,2021,42,16.8,25.25714285714286,35938.0,62.18181818181818,3.8333333333333335,25.44444444444444,14.61111111111111
2021-10-17,2021,43,13.4,23.25714285714286,44374.0,62.18181818181818,3.8333333333333335,25.44444444444444,14.61111111111111
2021-10-24,2021,44,19.4,20.17142857142857,38170.0,62.18181818181818,3.8333333333333335,25.44444444444444,14.61111111111111
2021-10-31,2021,45,9.6,21.599999999999998,36535.0,62.18181818181818,3.8333333333333335,25.44444444444444,14.61111111111111
2021-11-07,2021,46,16.0,22.87142857142857,38084.0,60.27272727272727,4.88888888888889,34.888888888888886,19.55555555555556
2021-11-14,2021,47,19.2,15.299999999999999,39616.0,60.27272727272727,4.88888888888889,34.888888888888886,19.55555555555556
2021-11-21,2021,48,21.0,19.928571428571427,41440.0,60.27272727272727,4.88888888888889,34.888888888888886,19.55555555555556
2021-11-28,2021,49,23.2,16.271428571428572,43964.0,60.27272727272727,4.88888888888889,34.888888888888886,19.55555555555556
2021-12-05,2021,50,25.6,13.428571428571429,46789.0,66.8961038961039,5.007936507936508,38.579365079365076,23.047619047619044
2021-12-12,2021,51,27.1,16.985714285714288,43984.0,69.54545454545455,5.055555555555555,40.05555555555556,24.44444444444444
2021-12-19,2021,52,18.6,16.771428571428572,88372.0,69.54545454545455,5.055555555555555,40.05555555555556,24.44444444444444
2021-12-26,2022,1,25.9,16.214285714285715,50288.0,69.54545454545455,5.055555555555555,40.05555555555556,24.44444444444444
2022-01-02,2022,2,12.3,14.514285714285714,54721.0,72.1948051948052,4.849206349206349,38.72222222222222,24.333333333333332
2022-01-09,2022,3,13.3,16.514285714285712,36583.0,78.81818181818183,4.333333333333333,35.388888888888886,24.05555555555556
2022-01-16,2022,4,13.4,14.642857142857142,31239.0,78.81818181818183,4.333333333333333,35.388888888888886,24.05555555555556
2022-01-23,2022,5,8.0,15.757142857142856,28589.0,78.81818181818183,4.333333333333333,35.388888888888886,24.05555555555556
2022-01-30,2022,6,13.9,16.685714285714287,26486.0,78.81818181818183,4.333333333333333,35.388888888888886,24.05555555555556
2022-02-06,2022,7,15.0,12.614285714285714,22348.0,69.15584415584416,4.0,22.246031746031747,14.865079365079366
2022-02-13,2022,8,14.1,15.485714285714286,30051.0,67.54545454545455,3.944444444444445,20.05555555555556,13.333333333333334
2022-02-20,2022,9,20.8,13.257142857142856,32908.0,67.54545454545455,3.944444444444445,20.05555555555556,13.333333333333334
2022-02-27,2022,10,14.2,11.6,30019.0,67.54545454545455,3.944444444444445,20.05555555555556,13.333333333333334
2022-03-06,2022,11,17.3,17.785714285714285,30647.0,67.85714285714286,4.896825396825397,25.674603174603174,16.190476190476193
2022-03-13,2022,12,17.2,16.6,24356.0,67.9090909090909,5.055555555555555,26.61111111111111,16.666666666666668
2022-03-20,2022,13,12.7,21.214285714285715,22687.0,67.9090909090909,5.055555555555555,26.61111111111111,16.666666666666668
2022-03-27,2022,14,9.8,20.47142857142857,18865.0,67.9090909090909,5.055555555555555,26.61111111111111,16.666666666666668
2022-04-03,2022,15,12.7,16.67142857142857,24493.0,63.23376623376623,4.865079365079366,26.396825396825395,15.761904761904763
2022-04-10,2022,16,9.2,17.785714285714285,28456.0,57.0,4.61111111111111,26.11111111111111,14.555555555555555
2022-04-17,2022,17,7.8,20.942857142857143,29544.0,57.0,4.61111111111111,26.11111111111111,14.555555555555555
2022-04-24,2022,18,7.7,21.24285714285714,34758.0,57.0,4.61111111111111,26.11111111111111,14.555555555555555
2022-05-01,2022,19,8.4,24.185714285714287,41620.0,57.272727272727266,4.531746031746032,25.0,14.023809523809524
2022-05-08,2022,20,8.1,20.271428571428572,43591.0,58.909090909090914,4.055555555555555,18.333333333333332,10.833333333333334
2022-05-15,2022,21,5.6,23.685714285714287,44551.0,58.909090909090914,4.055555555555555,18.333333333333332,10.833333333333334
2022-05-22,2022,22,7.5,20.957142857142856,46264.0,58.909090909090914,4.055555555555555,18.333333333333332,10.833333333333334
2022-05-29,2022,23,6.8,24.900000000000002,49428.0,58.909090909090914,4.055555555555555,18.333333333333332,10.833333333333334
2022-06-05,2022,24,11.4,26.25714285714286,55954.0,50.2077922077922,4.611111111111112,14.801587301587302,8.055555555555555
2022-06-12,2022,25,16.5,25.571428571428573,60919.0,46.72727272727273,4.833333333333333,13.38888888888889,6.944444444444445
2022-06-19,2022,26,23.7,25.928571428571427,65283.0,46.72727272727273,4.833333333333333,13.38888888888889,6.944444444444445
2022-06-26,2022,27,18.0,26.25714285714286,70132.0,46.72727272727273,4.833333333333333,13.38888888888889,6.944444444444445
2022-07-03,2022,28,9.7,26.17142857142857,79127.0,48.98701298701298,5.142857142857143,14.746031746031747,8.015873015873016
2022-07-10,2022,29,10.6,26.785714285714285,77406.0,52.0,5.555555555555555,16.555555555555557,9.444444444444445
2022-07-17,2022,30,9.6,26.957142857142856,80702.0,52.0,5.555555555555555,16.555555555555557,9.444444444444445
2022-07-24,2022,31,10.3,27.32857142857143,83531.0,52.0,5.555555555555555,16.555555555555557,9.444444444444445
2022-07-31,2022,32,7.2,27.228571428571428,86322.0,52.0,5.555555555555555,16.555555555555557,9.444444444444445
2022-08-07,2022,33,9.4,26.214285714285715,94574.0,56.090909090909086,5.38888888888889,15.444444444444445,8.722222222222221
2022-08-14,2022,34,10.3,25.857142857142858,103140.0,56.090909090909086,5.38888888888889,15.444444444444445,8.722222222222221
2022-08-21,2022,35,11.4,26.5,116451.0,56.090909090909086,5.38888888888889,15.444444444444445,8.722222222222221
2022-08-28,2022,36,15.0,26.82857142857143,124870.0,56.090909090909086,5.38888888888889,15.444444444444445,8.722222222222221
2022-09-04,2022,37,20.1,25.47142857142857,123464.0,63.51948051948052,5.071428571428571,27.793650793650794,16.976190476190478
2022-09-11,2022,38,13.7,24.928571428571427,100739.0,69.0909090909091,4.833333333333333,37.05555555555556,23.166666666666668
2022-09-18,2022,39,16.1,25.071428571428573,102427.0,69.0909090909091,4.833333333333333,37.05555555555556,23.166666666666668
2022-09-25,2022,40,24.6,25.02857142857143,97784.0,69.0909090909091,4.833333333333333,37.05555555555556,23.166666666666668
2022-10-02,2022,41,19.4,25.5,115557.0,64.02597402597402,4.753968253968254,35.261904761904766,21.039682539682538
2022-10-09,2022,42,11.9,25.0,121717.0,51.36363636363637,4.555555555555555,30.77777777777778,15.72222222222222
2022-10-16,2022,43,18.2,19.67142857142857,137459.0,51.36363636363637,4.555555555555555,30.77777777777778,15.72222222222222
2022-10-23,2022,44,15.8,19.82857142857143,153896.0,51.36363636363637,4.555555555555555,30.77777777777778,15.72222222222222
2022-10-30,2022,45,17.7,20.37142857142857,166823.0,51.36363636363637,4.555555555555555,30.77777777777778,15.72222222222222
2022-11-06,2022,46,13.8,19.342857142857145,185515.0,51.98701298701299,3.9365079365079367,22.73015873015873,13.912698412698413
2022-11-13,2022,47,19.8,21.442857142857143,203741.0,52.090909090909086,3.8333333333333335,21.38888888888889,13.61111111111111
2022-11-20,2022,48,20.1,21.857142857142858,214483.0,52.090909090909086,3.8333333333333335,21.38888888888889,13.61111111111111
2022-11-27,2022,49,13.3,21.599999999999998,224321.0,52.090909090909086,3.8333333333333335,21.38888888888889,13.61111111111111
2022-12-04,2022,50,29.1,18.599999999999998,248467.0,56.142857142857146,4.341269841269841,26.944444444444446,16.88095238095238
2022-12-11,2022,51,30.4,14.714285714285714,281930.0,59.18181818181818,4.722222222222222,31.11111111111111,19.333333333333332
2022-12-18,2022,52,38.7,11.5,332977.0,59.18181818181818,4.722222222222222,31.11111111111111,19.333333333333332
2022-12-25,2022,53,9.9,11.328571428571427,351266.0,59.18181818181818,4.722222222222222,31.11111111111111,19.333333333333332
2023-01-01,2023,1,18.0,12.928571428571429,365110.0,59.97402597402597,4.690476190476191,31.484126984126984,19.634920634920633
2023-01-08,2023,2,24.4,14.828571428571427,449148.0,64.72727272727273,4.5,33.72222222222222,21.44444444444444
2023-01-15,2023,3,15.4,18.157142857142855,747773.0,64.72727272727273,4.5,33.72222222222222,21.44444444444444
2023-01-22,2023,4,16.9,12.585714285714285,1099574.0,64.72727272727273,4.5,33.72222222222222,21.44444444444444
2023-01-29,2023,5,26.7,10.171428571428573,1564208.0,64.72727272727273,4.5,33.72222222222222,21.44444444444444
2023-02-05,2023,6,32.4,14.885714285714286,1229565.0,56.8051948051948,4.142857142857143,32.13492063492064,19.539682539682538
2023-02-12,2023,7,30.6,18.32857142857143,2438681.0,53.63636363636363,4.0,31.5,18.77777777777778
2023-02-19,2023,8,25.7,16.014285714285712,2876784.0,53.63636363636363,4.0,31.5,18.77777777777778
2023-02-26,2023,9,20.9,14.085714285714287,3131280.0,53.63636363636363,4.0,31.5,18.77777777777778
2023-03-05,2023,10,31.1,14.828571428571427,3338504.0,53.5064935064935,4.0396825396825395,33.44444444444444,19.492063492063494
2023-03-12,2023,11,30.7,17.599999999999998,3443659.0,53.45454545454545,4.055555555555555,34.22222222222222,19.77777777777778
2023-03-19,2023,12,28.5,18.385714285714283,3551511.0,53.45454545454545,4.055555555555555,34.22222222222222,19.77777777777778
2023-03-26,2023,13,42.0,21.785714285714285,3527612.0,53.45454545454545,4.055555555555555,34.22222222222222,19.77777777777778
2023-04-02,2023,14,31.0,18.7,3680017.0,53.84415584415584,3.8650793650793647,33.095238095238095,19.07936507936508
2023-04-09,2023,15,48.5,20.428571428571427,4584324.0,54.81818181818182,3.388888888888889,30.27777777777778,17.333333333333332
2023-04-16,2023,16,45.0,21.571428571428573,4433391.0,54.81818181818182,3.388888888888889,30.27777777777778,17.333333333333332
2023-04-23,2023,17,49.3,23.014285714285712,3786923.0,54.81818181818182,3.388888888888889,30.27777777777778,17.333333333333332
2023-04-30,2023,18,56.8,21.271428571428572,4168333.0,54.81818181818182,3.388888888888889,30.27777777777778,17.333333333333332
2023-05-07,2023,19,45.5,23.714285714285715,3877412.0,48.090909090909086,3.6666666666666665,27.166666666666668,16.055555555555557
2023-05-14,2023,20,41.6,21.114285714285717,3910478.0,48.090909090909086,3.6666666666666665,27.166666666666668,16.055555555555557
2023-05-21,2023,21,35.7,25.485714285714288,3909616.0,48.090909090909086,3.6666666666666665,27.166666666666668,16.055555555555557
2023-05-28,2023,22,45.8,25.314285714285713,4316994.0,48.090909090909086,3.6666666666666665,27.166666666666668,16.055555555555557
2023-06-04,2023,23,27.7,26.957142857142856,3607763.0,46.22077922077922,3.6666666666666665,19.357142857142858,11.54761904761905
2023-06-11,2023,24,35.9,26.785714285714285,3886191.0,44.81818181818182,3.6666666666666665,13.5,8.166666666666666
2023-06-18,2023,25,39.2,26.25714285714286,3870967.0,44.81818181818182,3.6666666666666665,13.5,8.166666666666666
2023-06-25,2023,26,32.3,27.085714285714285,4523952.0,44.81818181818182,3.6666666666666665,13.5,8.166666666666666
2023-07-02,2023,27,33.4,26.900000000000002,4513810.0,44.090909090909086,3.8253968253968256,13.738095238095239,8.214285714285714
2023-07-09,2023,28,24.7,26.957142857142856,4415682.0,42.27272727272727,4.222222222222222,14.333333333333334,8.333333333333334
2023-07-16,2023,29,33.9,26.885714285714283,4591110.0,42.27272727272727,4.222222222222222,14.333333333333334,8.333333333333334
2023-07-23,2023,30,29.2,26.97142857142857,4656937.0,42.27272727272727,4.222222222222222,14.333333333333334,8.333333333333334
2023-07-30,2023,31,10.4,27.357142857142858,4715993.0,42.27272727272727,4.222222222222222,14.333333333333334,8.333333333333334
2023-08-06,2023,32,14.0,26.885714285714283,5141354.0,46.246753246753244,4.1269841269841265,15.761904761904763,9.523809523809522
2023-08-13,2023,33,32.8,26.457142857142856,5301934.0,46.909090909090914,4.111111111111111,16.0,9.72222222222222
